"slave-utilization-plugin","1"
"application-director-plugin","2"
"origo-issue-notifier","2"
"kagemai","2"
"jsoup","2"
"url-auth","2"
"buddycloud","2"
"Schmant","3"
"discard-old-build","3"
"vstestrunner","3"
"sladiator-notifier","3"
"pending-changes","4"
"xpdev","4"
"SSSCM","4"
"audit2db","4"
"nopmdverifytrac","5"
"sfee","5"
"blink1","5"
"ColumnPack-plugin","5"
"ColumnsPlugin","5"
"tepco","6"
"slave-proxy","6"
"xframe-filter-plugin","6"
"lingr-plugin","6"
"devstack","6"
"cmvc","6"
"whitesource","6"
"memory-map","7"
"ion-deployer-plugin","7"
"job-strongauth-simple","7"
"oslc-cm","8"
"bitkeeper","8"
"asakusa-satellite-plugin","8"
"nopmdcheck","9"
"nerrvana-plugin","9"
"blitz_io-jenkins","9"
"caliper-ci","10"
"suite-test-groups-publisher","10"
"extension-filter","10"
"hsts-filter-plugin","10"
"kundo","10"
"backup-interrupt-plugin","10"
"jenkins-testswarm-plugin","11"
"darcs","11"
"recipe","12"
"config-rotator","12"
"mozmill","13"
"mock-security-realm","13"
"stackhammer","14"
"search-all-results-plugin","14"
"lotus-connections-plugin","15"
"BlazeMeterJenkinsPlugin","15"
"database-h2","15"
"tepco-epuw","15"
"ikachan","15"
"tuxdroid","17"
"eggplant-plugin","17"
"smart-jenkins","17"
"flexteam","18"
"delta-cloud","18"
"form-element-path","19"
"TwilioNotifier","19"
"elOyente","20"
"scripted-cloud-plugin","20"
"additional-identities-plugin","21"
"chosen","21"
"jobcopy-builder","21"
"gatling","23"
"jenkins-leiningen","23"
"unreliable-slave-plugin","23"
"vboxwrapper","23"
"refit","23"
"jenkow-plugin","24"
"r","24"
"logfilesizechecker","25"
"windmill","25"
"monkit-plugin","26"
"periodic-reincarnation","26"
"scm2job","27"
"async-job","28"
"leiningen-plugin","29"
"pvcs_scm","30"
"thread-dump-action-plugin","31"
"thucydides","32"
"karotz","32"
"klaros-testmanagement","32"
"reviewboard","32"
"jcaptcha-plugin","33"
"SCTMExecutor","34"
"plasticscm-plugin","34"
"assembla-auth","34"
"javanet","35"
"remote-terminal-access","35"
"cocoapods-integration","36"
"people-redirector","38"
"script-scm","39"
"gnat","39"
"simple-parameterized-builds-report","39"
"Surround-SCM-plugin","39"
"unity-asset-server","39"
"drmemory-plugin","39"
"hadoop","40"
"patch-parameter","40"
"zubhium","40"
"dynamic-axis","41"
"harvest","42"
"externalresource-dispatcher","42"
"liverebel-deploy","46"
"openJDK-native-plugin","46"
"database-postgresql","46"
"clamav","48"
"extensible-choice-parameter","49"
"random-string-parameter","49"
"browser-axis-plugin","50"
"bamboo-notifier","51"
"nabaztag","53"
"excludeMatrixParent","53"
"utplsql","53"
"testopia","54"
"anything-goes-formatter","55"
"hipchat-plugin","56"
"piwikanalytics","56"
"buildcontext-capture","57"
"dtkit","57"
"javanet-uploader","57"
"assembla","58"
"offlineonfailure-plugin","58"
"signal-killer","59"
"pxe","60"
"artifact-diff-plugin","60"
"create-fingerprint-plugin","60"
"deployed-on-column","60"
"rrod","61"
"eclipse-update-site","61"
"prqa-plugin","62"
"cas-plugin","62"
"xpath-config-viewer","62"
"ipmessenger-plugin","63"
"hp-application-automation-tools-plugin","66"
"tattletale-plugin","66"
"flashlog-plugin","66"
"pry","66"
"buildcoin-plugin","68"
"log-command","69"
"jobgenerator","70"
"escaped-markup-plugin","71"
"japex","72"
"slave-squatter","72"
"snsnotify","73"
"jsgames","73"
"rad-builder","73"
"notifo","74"
"debian-package-builder","75"
"cloudbees-plugin-gateway","76"
"groovy-remote","76"
"rbenv","77"
"testingbot","78"
"multi-module-tests-publisher","79"
"gcm-notification","81"
"image-gallery","81"
"staf","83"
"jclouds-jenkins","85"
"jigomerge","86"
"yammer","86"
"libvirt-slave","86"
"chromedriver","86"
"metadata","88"
"concordionpresenter","89"
"labmanager","90"
"nexus-task-runner","91"
"global-variable-string-parameter","91"
"associated-files","93"
"logging","93"
"read-only-configurations","93"
"distTest","93"
"keepSlaveOffline","94"
"jslint","94"
"strawboss","94"
"jenkins-flowdock-plugin","95"
"unicorn","95"
"terminate-ssh-processes-plugin","96"
"dimensionsscm","96"
"computer-queue-plugin","96"
"list-command","97"
"http_request","97"
"file-leak-detector","98"
"nodeofflinenotification","98"
"svncompat13","99"
"Matrix-sorter-plugin","99"
"delete-log-plugin","100"
"logaction-plugin","100"
"favorite-view","100"
"cloudbees-deployer-plugin","100"
"jenkins-tag-cloud-plugin","100"
"label-verifier","101"
"gitorious","102"
"hgca","105"
"jenkins-cloudformation-plugin","107"
"ivy-report","109"
"groovyaxis","109"
"database-mysql","112"
"skip-certificate-check","113"
"serenity","114"
"simpleclearcase","119"
"job-dsl","120"
"fogbugz","121"
"chrome-frame-plugin","122"
"AdaptivePlugin","123"
"custom-tools-plugin","123"
"hockeyapp","124"
"AnchorChain","126"
"network-monitor","127"
"cas1","129"
"pathignore","131"
"slave-prerequisites","132"
"job-log-logger-plugin","132"
"template-workflows","135"
"easyant","135"
"git-userContent","136"
"appaloosa-plugin","136"
"webtestpresenter","137"
"memegen","138"
"github-sqs-plugin","139"
"LavaLampNotifier","144"
"svncompat14","144"
"integrity-plugin","144"
"dbCharts","147"
"synergy","149"
"shared-objects","150"
"summary_report","150"
"heroku-jenkins-plugin","151"
"multiline-tabbar-plugin","153"
"locked-files-report","154"
"mongodb","154"
"regression-report-plugin","155"
"labeled-test-groups-publisher","156"
"starteam","159"
"rtc","159"
"svn-revert-plugin","160"
"build-cause-run-condition","161"
"javatest-report","162"
"started-by-envvar","162"
"hudson-logaction-plugin","163"
"codescanner","164"
"pegdown-formatter","165"
"database","168"
"dependency-queue-plugin","169"
"fortify360","170"
"dumpinfo-buildwrapper-plugin","171"
"maven-invoker-plugin","172"
"unity3d-plugin","173"
"mysql-auth","175"
"ios-device-connector","175"
"clearcase-ucm-plugin","179"
"platformlabeler","182"
"clearcase-release","183"
"countjobs-viewstabbar","183"
"googlecode","184"
"testabilityexplorer","188"
"script-realm","188"
"vagrant","191"
"selection-tasks-plugin","191"
"html-audio-notifier","192"
"sonatype-ci","193"
"jswidgets","194"
"rundeck","197"
"build-node-column","200"
"maven-metadata-plugin","202"
"buckminster","203"
"grinder","204"
"speaks","205"
"jenkinswalldisplay-pom","206"
"weblogic-deployer-plugin","210"
"scons","212"
"text-finder-run-condition","216"
"distfork","221"
"collabnet","223"
"clearcase-ucm-baseline","223"
"crowd","225"
"polarion","226"
"gallio","228"
"mailcommander","229"
"storable-configs-plugin","229"
"antexec","229"
"sauce-ondemand","231"
"purge-build-queue-plugin","236"
"keyboard-shortcuts-plugin","239"
"accurev","241"
"bazaar","241"
"nsiqcollector","241"
"websocket","242"
"pwauth","244"
"buildtriggerbadge","255"
"display-upstream-changes","255"
"cpptest","256"
"googleanalytics","257"
"svn-workspace-cleaner","260"
"heavy-job","261"
"job-poll-action-plugin","262"
"brakeman","263"
"jython","265"
"cygpath","265"
"crowd2","266"
"gitlab-hook","268"
"vsphere-cloud","271"
"trac-publisher-plugin","273"
"changes-since-last-success","275"
"bruceschneier","278"
"backlog","278"
"sicci_for_xcode","280"
"codecover","280"
"dry-run","281"
"was-builder","283"
"cppncss","286"
"dos-trigger","287"
"secret","288"
"versioncolumn","290"
"vss","291"
"reverse-proxy-auth-plugin","296"
"tmpcleaner","312"
"build-failure-analyzer","316"
"ssh-agent","316"
"nodejs","322"
"create-fingerprint","323"
"config-autorefresh-plugin","324"
"jobtype-column","324"
"ezwall","326"
"environment-script","327"
"build-blocker-plugin","332"
"gant","334"
"beer","334"
"girls","339"
"play-autotest-plugin","340"
"php","345"
"xtrigger","346"
"crap4j","347"
"startup-trigger-plugin","348"
"exclusive-execution","350"
"matrix-reloaded","351"
"custom-job-icon","353"
"mail-watcher-plugin","356"
"pollscm","359"
"Exclusion","363"
"deploy-websphere","364"
"repo","365"
"klocwork","371"
"vmware","378"
"skype-notifier","381"
"terminal","385"
"BlameSubversion","387"
"managed-scripts","389"
"toolenv","389"
"git-notes","393"
"perfpublisher","397"
"multi-slave-config-plugin","406"
"tap","406"
"emmacoveragecolumn","409"
"configure-job-column-plugin","413"
"campfire","414"
"hipchat","417"
"qc","419"
"shiningpanda","422"
"nodenamecolumn","424"
"simpleupdatesite","436"
"xshell","438"
"lastsuccessdescriptioncolumn","438"
"repository","441"
"jobrevision","444"
"regexemail","449"
"URLSCM","453"
"zentimestamp","454"
"valgrind","457"
"virtualbox","458"
"lastfailureversioncolumn","460"
"twitter","463"
"tracking-svn","473"
"swarm","474"
"measurement-plots","475"
"ccm","475"
"project-health-report","476"
"copy-data-to-workspace-plugin","478"
"hudson-wsclean-plugin","479"
"description-column-plugin","482"
"build-keeper-plugin","489"
"m2-repo-reaper","492"
"ivytrigger","499"
"sbt","499"
"cvs-tag","499"
"jboss","500"
"maven-repo-cleaner","507"
"dropdown-viewstabbar-plugin","510"
"embeddable-build-status","511"
"repository-connector","513"
"svnmerge","516"
"gerrit","517"
"maven-dependency-update-trigger","526"
"fail-the-build-plugin","530"
"selenium-aes","547"
"jsunit","549"
"lastsuccessversioncolumn","550"
"promoted-builds-simple","552"
"collapsing-console-sections","553"
"coverity","554"
"systemloadaverage-monitor","556"
"seleniumrc-plugin","557"
"copy-project-link","559"
"robot","565"
"growl","572"
"validating-string-parameter","579"
"ec2","587"
"project-description-setter","588"
"mantis","611"
"fitnesse","616"
"s3","625"
"persona","631"
"maven-deployment-linker","631"
"ncover","632"
"openid","636"
"status-view","638"
"slave-setup","638"
"sounds","639"
"prereq-buildstep","640"
"html5-notifier-plugin","653"
"ghprb","657"
"sitemonitor","664"
"WebSVN2","670"
"dynamicparameter","676"
"avatar","676"
"gcal","683"
"screenshot","683"
"built-on-column","684"
"async-http-client","686"
"clang-scanbuild-plugin","688"
"build-user-vars-plugin","691"
"filesystem_scm","691"
"mstestrunner","692"
"ui-samples-plugin","704"
"build-metrics","705"
"matrixtieparent","708"
"files-found-trigger","713"
"extended-read-permission","714"
"createjobadvanced","716"
"bugzilla","721"
"naginator","723"
"javancss","733"
"scripttrigger","739"
"schedule-failed-builds","745"
"covcomplplot","748"
"any-buildstep","749"
"testlink","750"
"job-exporter","752"
"maven-info","759"
"jacoco","761"
"ssh-credentials","763"
"cmakebuilder","763"
"preSCMbuildstep","769"
"confluence-publisher","771"
"cccc","774"
"android-lint","791"
"periodicbackup","801"
"build-publisher","803"
"bulk-builder","808"
"progress-bar-column-plugin","810"
"testflight","828"
"viewVC","838"
"rvm","844"
"slave-status","869"
"urltrigger","871"
"selenium","872"
"fstrigger","888"
"tfs","924"
"postbuildscript","924"
"blame-upstream-commiters","927"
"scriptler","946"
"buildresult-trigger","963"
"hudsontrayapp","967"
"jenkins-jira-issue-updater","973"
"shelve-project-plugin","995"
"favorite","1001"
"jenkins-multijob-plugin","1008"
"publish-over-cifs","1023"
"iphoneview","1027"
"xvfb","1028"
"simple-theme-plugin","1030"
"flexible-publish","1041"
"config-file-provider","1045"
"changelog-history","1047"
"credentials","1050"
"job-import-plugin","1072"
"ldapemail","1094"
"scm-sync-configuration","1108"
"phing","1114"
"clone-workspace-scm","1118"
"emotional-hudson","1130"
"xfpanel","1132"
"svnpublisher","1151"
"extended-choice-parameter","1152"
"next-executions","1155"
"seleniumhtmlreport","1156"
"junit-attachments","1165"
"PrioritySorter","1169"
"ivy","1174"
"grails","1185"
"rubyMetrics","1192"
"build-flow-plugin","1203"
"trac","1219"
"gerrit-trigger","1223"
"multiple-scms","1229"
"notification","1242"
"show-build-parameters","1279"
"extra-columns","1281"
"git-server","1312"
"downstream-ext","1314"
"throttle-concurrents","1317"
"envfile","1321"
"doclinks","1351"
"gravatar","1369"
"powershell","1384"
"mask-passwords","1412"
"cron_column","1414"
"nodelabelparameter","1430"
"nant","1445"
"hudson-pview-plugin","1446"
"mstest","1448"
"template-project","1452"
"clearcase","1466"
"groovy-postbuild","1469"
"rebuild","1476"
"ircbot","1490"
"jenkinswalldisplay","1492"
"xvnc","1494"
"github-oauth","1496"
"sloccount","1527"
"sectioned-view","1566"
"ruby","1568"
"android-emulator","1589"
"seleniumhq","1590"
"dependencyanalyzer","1595"
"testng-plugin","1620"
"locale","1646"
"publish-over-ftp","1656"
"emotional-jenkins-plugin","1667"
"jquery-ui","1685"
"redmine","1689"
"cppcheck","1692"
"m2-extra-steps","1725"
"configurationslicing","1770"
"statusmonitor","1770"
"clover","1780"
"text-finder","1790"
"project-stats-plugin","1798"
"ftppublisher","1812"
"next-build-number","1815"
"gradle","1832"
"svn-release-mgr","1844"
"compact-columns","1846"
"git-parameter","1872"
"versionnumber","1900"
"claim","1907"
"role-strategy","1953"
"build-name-setter","1973"
"description-setter","1998"
"global-build-stats","2000"
"saferestart","2002"
"doxygen","2007"
"port-allocator","2100"
"ansicolor","2102"
"rake","2141"
"ruby-runtime","2168"
"release","2196"
"ci-game","2200"
"console-column-plugin","2223"
"sidebar-link","2299"
"monitoring","2300"
"all-changes","2301"
"nested-view","2306"
"jquery","2317"
"xcode-plugin","2319"
"jabber","2335"
"depgraph-view","2399"
"downstream-buildview","2411"
"conditional-buildstep","2431"
"radiatorviewplugin","2441"
"python","2466"
"cloverphp","2514"
"batch-task","2566"
"perforce","2605"
"audit-trail","2675"
"artifactory","2682"
"groovy","2697"
"copy-to-slave","2703"
